"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Lou Fusz Evansville",KNDCP3LE8T5379225,2026,Kia,Niro,LX,,E2673010,2026-06-17,https://www.fuszevansville.com/inventory/new-2026-kia-niro-lx-fwd-4d-sport-utility-kndcp3le8t5379225/
"Lou Fusz Evansville",3KPFW4DC9TE361209,2026,Kia,K4,"GT-Line Turbo",,E2674038,2026-07-07,https://www.fuszevansville.com/inventory/new-2026-kia-k4-gt-line-turbo-fwd-4d-sedan-3kpfw4dc9te361209/
"Lou Fusz Evansville",KNDNC5K30T6650336,2026,Kia,"Carnival MPV",EX,,E2675104,2026-07-01,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k30t6650336/
"Lou Fusz Evansville",5XYK33DF6TG453621,2026,Kia,Sportage,EX,,E2670202,2026-06-09,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-fwd-4d-sport-utility-5xyk33df6tg453621/
"Lou Fusz Evansville",5XYK33DF8TG452910,2026,Kia,Sportage,EX,,E2670203,2026-06-09,https://www.fuszevansville.com/inventory/new-2026-kia-sportage-ex-fwd-4d-sport-utility-5xyk33df8tg452910/
"Lou Fusz Evansville",5XYRL4JC4TG477429,2026,Kia,Sorento,S,,E2677132,2026-06-09,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc4tg477429/
"Lou Fusz Evansville",5XYRLDJC6TG472894,2026,Kia,Sorento,S,,E2677131,2026-06-09,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-awd-4d-sport-utility-5xyrldjc6tg472894/
"Lou Fusz Evansville",5XYPLES19VG036120,2027,Kia,Telluride,"X-Pro SX-Prestige",,E2782058,2026-06-09,https://www.fuszevansville.com/inventory/new-2027-kia-telluride-x-pro-sx-prestige-awd-4d-sport-utility-5xyples19vg036120/
"Lou Fusz Evansville",7MMVABEY2TN608090,2026,Mazda,CX-50,"2.5 Turbo Premium Plus",,WM260369,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-2-5-turbo-premium-plus-awd-sport-utility-7mmvabey2tn608090/
"Lou Fusz Evansville",5XYRL4JC5TG477505,2026,Kia,Sorento,S,,E2677133,2026-06-13,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc5tg477505/
"Lou Fusz Evansville",5XYRL4JC8TG478230,2026,Kia,Sorento,S,,E2677134,2026-06-13,https://www.fuszevansville.com/inventory/new-2026-kia-sorento-s-fwd-4d-sport-utility-5xyrl4jc8tg478230/
"Lou Fusz Evansville",3KPFU5DE7TE367300,2026,Kia,K4,GT-Line,,E2686010,2026-07-07,https://www.fuszevansville.com/inventory/new-2026-kia-k4-gt-line-fwd-4d-hatchback-3kpfu5de7te367300/
